accession_number;ksmbr_number
A0A2C9CHS2;KSMBR1_2970
A0A2C9CEZ2;KSMBR1_1835
A0A2C9CK51;KSMBR1_3671
Q1Q5M8;KSMBR1_3802
A0A2C9CHP4;KSMBR1_2938
Q1Q500;KSMBR1_0301
Q1PYK0;KSMBR1_1149
Q1PZ68;KSMBR1_1400
Q1PXP1;KSMBR1_2998
Q1Q0T6;KSMBR1_3599
A0A2C9CKE2;KSMBR1_3719
A0A2C9CD11;KSMBR1_1077
A0A2C9CEW1;KSMBR1_1805
A0A2C9CFQ9;KSMBR1_1904
A0A2C9CFW8;KSMBR1_2079
Q1Q0V6;KSMBR1_2722
Q1Q671;KSMBR1_3314
A0A2C9CD73;KSMBR1_1148
A0A2C9CDL7;KSMBR1_1354
A0A2C9CJC9;KSMBR1_3313
A0A2C9CJ97;KSMBR1_3315
A0A2C9CAQ2;KSMBR1_0123
Q1Q3P5;KSMBR1_3507
Q1Q5R9;KSMBR1_3771
A0A2C9CGD6;KSMBR1_2256
A0A2C9CJT2;KSMBR1_3508
Q1Q3F7;KSMBR1_0128
Q1Q5S2;KSMBR1_3774
A0A2C9CGL5;KSMBR1_2253
Q1Q3G9;KSMBR1_0120
Q1PVR6;KSMBR1_2251
Q1Q5Q7;KSMBR1_3777
Q1Q3H0;KSMBR1_0121
A0A2C9CGG2;KSMBR1_2250
A0A2C9CKQ4;KSMBR1_3778
A0A2C9CD42;KSMBR1_0127
A0A2C9CJA0;KSMBR1_3505
Q1Q3F5;KSMBR1_0126
Q1PVR3;KSMBR1_2254
Q1Q5S1;KSMBR1_3773
A0A2C9CAF7;KSMBR1_0125
A0A2C9CKS1;KSMBR1_3772
A0A2C9CAA8;KSMBR1_0122
Q1PVS9;KSMBR1_2257
Q1Q5R8;KSMBR1_3770
A0A2C9CA50;KSMBR1_0124
A0A2C9CGD2;KSMBR1_2255
A0A2C9CG37;KSMBR1_2154
A0A2C9CD70;KSMBR1_1143
Q1PUL3;KSMBR1_3174
A0A2C9CBH0;KSMBR1_0397
A0A2C9CC81;KSMBR1_0744
A0A2C9CBU2;KSMBR1_0743
A0A2C9CCF0;KSMBR1_0742
Q1Q315;KSMBR1_0066
Q1Q5F8;KSMBR1_0230
Q1Q4L9;KSMBR1_0393
Q1Q6F4;KSMBR1_3382
A0A2C9CFN7;KSMBR1_2003
A0A2C9CB41;KSMBR1_0394
Q1Q6F5;KSMBR1_3381
Q1Q0F1;KSMBR1_1799
A0A2C9CFG4;KSMBR1_1932
Q1Q4U8;KSMBR1_0335
A0A2C9CHG0;KSMBR1_1688
Q1PUQ3;KSMBR1_3222
Q1PZ62;KSMBR1_1389
A0A2C9CE88;KSMBR1_0543
A0A2C9CCU9;KSMBR1_0897
A0A2C9CBV6;KSMBR1_0656
Q1Q2K7;KSMBR1_0655
A0A2C9CIY2;KSMBR1_3247
A0A2C9CF09;KSMBR1_1669
A0A2C9CA96;KSMBR1_0099
Q1Q102;KSMBR1_2758
Q1Q4C8;KSMBR1_0474
Q1Q103;KSMBR1_2757
Q1Q3I5;KSMBR1_0098
Q1Q4C6;KSMBR1_0473
A0A2C9CA56;KSMBR1_0060
Q1Q7H7;KSMBR1_3035
A0A2C9CGX6;KSMBR1_2318
A0A2C9CGT3;KSMBR1_2323
Q1PYL8;KSMBR1_1246
A0A2C9CBN7;KSMBR1_0608
Q1Q3S3;KSMBR1_3526
A0A2C9CJZ7;KSMBR1_3527
Q1Q393;KSMBR1_0202
Q1Q378;KSMBR1_0204
Q1Q392;KSMBR1_0201
Q1PYS3;KSMBR1_1287
Q1PVB4;KSMBR1_2142
Q1Q0Y1;KSMBR1_2752
Q1PXK5;KSMBR1_2964
Q1PZJ3;KSMBR1_1516
Q1Q0K2;KSMBR1_3623
Q1PVP4;KSMBR1_2238
A0A2C9CG34;KSMBR1_1205
A0A2C9CFA2;KSMBR1_1893
A0A2C9CKD5;KSMBR1_3667
Q1Q2U7;KSMBR1_0039 KSMBR1_0053 KSMBR1_0090 KSMBR1_0492 KSMBR1_0691 KSMBR1_1112 KSMBR1_1558 KSMBR1_2130 KSMBR1_3096 KSMBR1_3116 KSMBR1_3607 KSMBR1_3661 KSMBR1_3677 KSMBR1_3851 KSMBR1_3896
A0A2C9CIG6;KSMBR1_2982
Q1PXP9;KSMBR1_2989
Q1PZB9;KSMBR1_1440
Q1PXN6;KSMBR1_2986
Q1PXN7;KSMBR1_2985
A0A2C9CKZ8;KSMBR1_2988
Q1PYY0;KSMBR1_1317
A0A2C9CK09;KSMBR1_3517
Q1PXN9;KSMBR1_2983
Q1Q318;KSMBR1_0070
Q1Q518;KSMBR1_0269
Q1PYR1;KSMBR1_1260
Q1PZB8;KSMBR1_1441
Q1PXM5;KSMBR1_2979
Q1PXN5;KSMBR1_2987
Q1Q6L0;KSMBR1_3429
A0A2C9CB99;KSMBR1_0327
A0A2C9CB23;KSMBR1_0374
A0A2C9CFY0;KSMBR1_2157
Q1PYX1;KSMBR1_1324
Q1PWY3;KSMBR1_2618
Q1Q1E8;KSMBR1_1052
Q1PW15;KSMBR1_2354
Q1PWN7;KSMBR1_2525
Q1PZV9;KSMBR1_1620
A0A2C9CDP9;KSMBR1_1500
Q1Q625;KSMBR1_3281
A0A2C9CF90;KSMBR1_0896
A0A2C9CIG3;KSMBR1_2060
A0A2C9CFK1;KSMBR1_1994
Q1Q061;KSMBR1_1730
A0A2C9CBY9;KSMBR1_0688
A0A2C9CDJ6;KSMBR1_1155
A0A2C9CKP3;KSMBR1_3670
Q1PXP8;KSMBR1_2990
Q1Q375;KSMBR1_0203
A0A2C9CK32;KSMBR1_3532
A0A2C9CJU9;KSMBR1_3457
A0A2C9CLG0;KSMBR1_3951
A0A2C9CHM9;KSMBR1_2767
Q1Q796;KSMBR1_3950
A0A2C9CJQ6;KSMBR1_2520
A0A2C9CFB5;KSMBR1_1877
Q1PZG3;KSMBR1_1486
A0A2C9CFN9;KSMBR1_1884
A0A2C9CE12;KSMBR1_1327
Q1PWC2;KSMBR1_2434
A0A2C9CEJ5;KSMBR1_1509
A0A2C9CE41;KSMBR1_1650
A0A2C9CJI5;KSMBR1_3256
Q1Q264;KSMBR1_0794
A0A2C9CCI6;KSMBR1_0901
A0A2C9CCV7;KSMBR1_0902
A0A2C9CGY7;KSMBR1_2328
Q1PV02;KSMBR1_2023
Q1Q1K8;KSMBR1_0975
A0A2C9CAV1;KSMBR1_0495
Q1PZK3;KSMBR1_1523
A0A2C9CDG9;KSMBR1_1244
A0A2C9CI16;KSMBR1_3061
Q1PWC3;KSMBR1_2433
A0A2C9CKK9;KSMBR1_3712
Q1PWA8;KSMBR1_2431
Q1PVG3;KSMBR1_2176
Q1PUQ2;KSMBR1_3223
A0A2C9CH30;KSMBR1_2567
A0A2C9CK78;KSMBR1_3489
Q1Q266;KSMBR1_0796
Q1Q0I8;KSMBR1_3618
Q1Q6A7;KSMBR1_3341
A0A2C9CBQ6;KSMBR1_0627
A0A2C9CES9;KSMBR1_1701
A0A2C9CCP8;KSMBR1_0842
A0A2C9CCN6;KSMBR1_1041
A0A2C9CD20;KSMBR1_1042
A0A2C9CJU8;KSMBR1_3476
A0A2C9CJV7;KSMBR1_3486
A0A2C9CGY6;KSMBR1_2428
A0A2C9CEZ7;KSMBR1_1644
Q1PZE5;KSMBR1_1467
Q1Q5P5;KSMBR1_3800
A0A2C9CDA8;KSMBR1_1183
A0A2C9CKI0;KSMBR1_3957
Q1Q2R7;KSMBR1_0622
A0A2C9CKU3;KSMBR1_3803
A0A2C9CJM8;KSMBR1_3646
Q1Q2R6;KSMBR1_0621
Q1PWJ7;KSMBR1_2492
Q1PXJ6;KSMBR1_2957
Q1PZB6;KSMBR1_1442
Q1Q4X2;KSMBR1_0320
A0A2C9CKP6;KSMBR1_3747
Q1Q5T8;KSMBR1_3758
A0A2C9CJY0;KSMBR1_3746
Q1Q4W8;KSMBR1_0317
Q1Q5T7;KSMBR1_3757
A0A2C9CAY7;KSMBR1_0334
A0A2C9CDN5;KSMBR1_1191
A0A2C9CKU7;KSMBR1_3745
A0A2C9CCV4;KSMBR1_1197
A0A2C9CA64;KSMBR1_0071
A0A2C9CFK5;KSMBR1_1879
Q1PUM4;KSMBR1_3195
A0A2C9CB60;KSMBR1_0292
A0A2C9CA15;KSMBR1_0179
Q1PYF4;KSMBR1_1194
A0A2C9CHD9;KSMBR1_2619
Q1Q3U7;KSMBR1_3548
Q1Q1P1;KSMBR1_0962
Q1PZ14;KSMBR1_1352
Q1Q4V2;KSMBR1_0339
Q1Q4T6;KSMBR1_0342
A0A2C9CG32;KSMBR1_2207
A0A2C9CEX0;KSMBR1_0776
A0A2C9CM15;KSMBR1_3361
A0A2C9CLA7;KSMBR1_3943
A0A2C9CL84;KSMBR1_3944
Q1Q2S7;KSMBR1_0615
Q1Q2D9;KSMBR1_0728
Q1PV37;KSMBR1_2058
A0A2C9CKC3;KSMBR1_3643
A0A2C9CFG9;KSMBR1_1814
Q1PZK2;KSMBR1_1524
A0A2C9CAS6;KSMBR1_0275
A0A2C9CGB9;KSMBR1_2151
A0A2C9CK91;KSMBR1_3592
A0A2C9CLS1;KSMBR1_4093
Q1Q7I3;KSMBR1_3030
A0A2C9CEB2;KSMBR1_1537
A0A2C9CH08;KSMBR1_1538
A0A2C9CEM5;KSMBR1_1539
A0A2C9CDT2;KSMBR1_1540
A0A2C9CEB5;KSMBR1_1541
Q1PW47;KSMBR1_2384
A0A2C9CFA1;KSMBR1_1936
Q1Q116;KSMBR1_2782
A0A2C9CKF5;KSMBR1_3668
A0A2C9CF40;KSMBR1_1699
A0A2C9CEZ6;KSMBR1_1757
A0A2C9CIQ4;KSMBR1_2150
A0A2C9CAB6;KSMBR1_0184
A0A2C9CA47;KSMBR1_0059
A0A2C9CDF4;KSMBR1_1110
A0A2C9CCB2;KSMBR1_0835
A0A2C9CGQ6;KSMBR1_2248
Q1Q777;KSMBR1_3966
A0A2C9CL75;KSMBR1_3923
Q1PWU3;KSMBR1_2584
Q1Q4T1;KSMBR1_0351
Q1PZ36;KSMBR1_1363
Q1PV54;KSMBR1_2064
A0A2C9CGL1;KSMBR1_2300
A0A2C9CK43;KSMBR1_3542
Q1Q688;KSMBR1_3328
Q1Q3K7;KSMBR1_3488
Q1PY55;KSMBR1_1940
Q1PYT0;KSMBR1_1282
Q1PZS5;KSMBR1_1598
A0A2C9CJB1;KSMBR1_3274
A0A2C9CJA8;KSMBR1_3293
A0A2C9CBK9;KSMBR1_0738
Q1Q0B8;KSMBR1_1778
Q1PWB7;KSMBR1_2439
Q1PWC1;KSMBR1_2435
Q1Q2U8;KSMBR1_0040 KSMBR1_0052 KSMBR1_0089 KSMBR1_0216 KSMBR1_0491 KSMBR1_0692 KSMBR1_1113 KSMBR1_1559 KSMBR1_2131 KSMBR1_2680 KSMBR1_3097 KSMBR1_3115 KSMBR1_3608 KSMBR1_3660 KSMBR1_3678 KSMBR1_3852 KSMBR1_3895
A0A2C9CBW6;KSMBR1_0554
A0A2C9CCK5;KSMBR1_0930
Q1Q0K0;KSMBR1_3625
A0A2C9CKM8;KSMBR1_3650
A0A2C9CCT2;KSMBR1_1176
Q1PYH6;KSMBR1_1178
Q1Q2X4;KSMBR1_3474
Q1Q2X3;KSMBR1_3475
A0A2C9CK76;KSMBR1_3649
A0A2C9CC77;KSMBR1_0791
Q1Q325;KSMBR1_0061
Q1PZC3;KSMBR1_1435
Q1PVP3;KSMBR1_2239
A0A2C9CFZ3;KSMBR1_2324
A0A2C9CDL0;KSMBR1_1175
Q1Q263;KSMBR1_0793
Q1Q7N4;KSMBR1_3072
Q1Q2X5;KSMBR1_3473
A0A2C9CL76;KSMBR1_3938
Q1Q2R8;KSMBR1_0624
Q1PYR9;KSMBR1_1274
Q1PYS0;KSMBR1_1273
Q1Q290;KSMBR1_0763
A0A2C9CBC8;KSMBR1_0362
A0A2C9CJD0;KSMBR1_3390
A0A2C9CK90;KSMBR1_3598
Q1Q4R2;KSMBR1_0370
Q1Q3G4;KSMBR1_0135
A0A2C9CC11;KSMBR1_0813
A0A2C9CDR5;KSMBR1_1221
A0A2C9CDR0;KSMBR1_1226
A0A2C9CDA2;KSMBR1_1179
Q1PYP0;KSMBR1_1259
Q1PVH2;KSMBR1_2184
Q1PVB6;KSMBR1_2140
Q1PVB3;KSMBR1_2143
A0A2C9CCS6;KSMBR1_1000
Q1PYK1;KSMBR1_1150
Q1PYK2;KSMBR1_1151
Q1PUJ2;KSMBR1_3158
A0A2C9CIY6;KSMBR1_3154
A0A2C9CIP1;KSMBR1_3157
Q1PUI0;KSMBR1_3153
A0A2C9CJ51;KSMBR1_3151
A0A2C9CLG1;KSMBR1_3150
A0A2C9CBH9;KSMBR1_0630
Q1Q2S5;KSMBR1_0629
A0A2C9CBX2;KSMBR1_0631
A0A2C9CBL2;KSMBR1_0566
A0A2C9CBJ8;KSMBR1_0567
A0A2C9CBK1;KSMBR1_0568
A0A2C9CBY0;KSMBR1_0569
A0A2C9CBC3;KSMBR1_0570
A0A2C9CBQ8;KSMBR1_0571
A0A2C9CBJ9;KSMBR1_0572
A0A2C9CEB7;KSMBR1_0573
A0A2C9CBY6;KSMBR1_0574
A0A2C9CBA7;KSMBR1_0560
A0A2C9CBP8;KSMBR1_0561
A0A2C9CIR6;KSMBR1_3057
Q1Q7K0;KSMBR1_3049
A0A2C9CIV0;KSMBR1_3050
A0A2C9CBL9;KSMBR1_0588
Q1PYK3;KSMBR1_1152
Q1Q6S1;KSMBR1_0587
Q1Q6S0;KSMBR1_0586
A0A2C9CBZ6;KSMBR1_0584
A0A2C9CIY9;KSMBR1_3159
A0A2C9CBZ0;KSMBR1_0579
A0A2C9CBD0;KSMBR1_0580
A0A2C9CBK4;KSMBR1_0578
A0A2C9CBK2;KSMBR1_0577
A0A2C9CBM2;KSMBR1_0576
A0A2C9CB29;KSMBR1_0575
A0A2C9CBQ4;KSMBR1_0628
A0A2C9CK93;KSMBR1_3711
Q1Q7D5;KSMBR1_3914
A0A2C9CKB8;KSMBR1_3887
A0A2C9CFW9;KSMBR1_1965
A0A2C9CLA0;KSMBR1_3089
Q1Q4Z9;KSMBR1_0300
Q1PZF6;KSMBR1_1474
Q1PZF5;KSMBR1_1475
Q1Q1C7;KSMBR1_1070
A0A2C9CL14;KSMBR1_3008
A0A2C9CEY3;KSMBR1_1773
Q1PZI3;KSMBR1_1507
Q1Q648;KSMBR1_3289
A0A2C9CF04;KSMBR1_1771
A0A2C9CFC4;KSMBR1_1774
A0A2C9CFA8;KSMBR1_1882
A0A2C9CDC4;KSMBR1_1198
A0A2C9CH82;KSMBR1_2772
Q1Q3F4;KSMBR1_0144
Q1Q217;KSMBR1_0831
Q1Q097;KSMBR1_1760
Q1PUX3;KSMBR1_2005
Q1PWM1;KSMBR1_2523
Q1Q794;KSMBR1_3948
Q1Q0C5;KSMBR1_1789
A0A2C9CFR0;KSMBR1_2087
A0A2C9CCP3;KSMBR1_0961
Q1PUK7;KSMBR1_3178
Q1PZ31;KSMBR1_1366
A0A2C9CCD6;KSMBR1_1035
A0A2C9CCW9;KSMBR1_1036
A0A2C9CCV6;KSMBR1_1037
A0A2C9CCW2;KSMBR1_1038
Q1Q6B5;KSMBR1_3352
Q1Q4T0;KSMBR1_0350
Q1Q6B6;KSMBR1_3351
A0A2C9CJQ9;KSMBR1_3362
Q1Q6D0;KSMBR1_3357
Q1PUX2;KSMBR1_2006
Q1Q1K7;KSMBR1_0989
Q1PX13;KSMBR1_2639
Q1Q141;KSMBR1_2802
Q1Q6T5;KSMBR1_0558
Q1PYD4;KSMBR1_1213
A0A2C9CAN4;KSMBR1_0138
A0A2C9CL87;KSMBR1_3069
Q1PZ15;KSMBR1_1351
Q1Q6L3;KSMBR1_3426
Q1PZ82;KSMBR1_1403
Q1Q2M7;KSMBR1_0641
Q1Q3G2;KSMBR1_0133
A0A2C9CFH6;KSMBR1_0986
Q1Q1K3;KSMBR1_0985
Q1Q1K5;KSMBR1_0987
Q1PYF3;KSMBR1_1193
A0A2C9CIB9;KSMBR1_2945
Q1PZB2;KSMBR1_1427
Q1Q7G8;KSMBR1_3011
Q1Q2K6;KSMBR1_0654
A0A2C9CD15;KSMBR1_1161
Q1PZB1;KSMBR1_1428
Q1PVP6;KSMBR1_2236
A0A2C9CDC2;KSMBR1_1085
Q1PWE4;KSMBR1_2461
A0A2C9CGJ2;KSMBR1_2186
A0A2C9CJC6;KSMBR1_2379
A0A2C9CKP2;KSMBR1_3841
Q1Q5I7;KSMBR1_3842
Q1Q6L2;KSMBR1_3427
A0A2C9CD39;KSMBR1_1062
Q1PUT0;KSMBR1_3244
A0A2C9CJG7;KSMBR1_3430
Q1Q1D5;KSMBR1_1058
A0A2C9CL01;KSMBR1_3952
A0A2C9CLB7;KSMBR1_3953
A0A2C9CLG4;KSMBR1_3956
Q1Q4V3;KSMBR1_0340
A0A2C9CDM0;KSMBR1_0311
A0A2C9CAC8;KSMBR1_0313
Q1Q3C7;KSMBR1_0164
A0A2C9CCD2;KSMBR1_0933
A0A2C9CDM5;KSMBR1_1180
Q1Q7H3;KSMBR1_3022
A0A2C9CA31;KSMBR1_0034
A0A2C9CBX8;KSMBR1_0678
A0A2C9CH96;KSMBR1_2538
A0A2C9CF55;KSMBR1_1786
A0A2C9CF26;KSMBR1_1791
Q1PZI5;KSMBR1_1505
A0A2C9CBF1;KSMBR1_0687
A0A2C9CDT9;KSMBR1_1314
A0A2C9CLC5;KSMBR1_3916
A0A2C9CD92;KSMBR1_1169
A0A2C9CE24;KSMBR1_1452
A0A2C9CEB6;KSMBR1_1542
A0A2C9CEB3;KSMBR1_1543
Q1PUQ0;KSMBR1_3224
Q1PZ59;KSMBR1_1391
A0A2C9CC22;KSMBR1_0823
Q1Q4T3;KSMBR1_0353
Q1PUZ1;KSMBR1_2016
A0A2C9CLC9;KSMBR1_3963
Q1PY22;KSMBR1_1905
Q1PZE0;KSMBR1_1453
Q1PW43;KSMBR1_2373
A0A2C9CID7;KSMBR1_2962
Q1Q7N3;KSMBR1_3073
Q1Q0Y3;KSMBR1_2751
A0A2C9CAN1;KSMBR1_0298
A0A2C9CD13;KSMBR1_1257
Q1PZK4;KSMBR1_1522
Q1PY41;KSMBR1_1935
A0A2C9CF13;KSMBR1_1855
A0A2C9CFG1;KSMBR1_1933
Q1PY42;KSMBR1_1934
Q1Q022;KSMBR1_1698
A0A2C9CF28;KSMBR1_1756
Q1Q109;KSMBR1_2769
A0A2C9CHX5;KSMBR1_2768
Q1Q108;KSMBR1_2770
Q1Q643;KSMBR1_3294
Q1PX01;KSMBR1_2633
Q1PUU6;KSMBR1_3245
A0A2C9CJH4;KSMBR1_3246
A0A2C9CCG6;KSMBR1_0762
Q1Q2R9;KSMBR1_0625
A0A2C9CBA3;KSMBR1_0421
A0A2C9CEK9;KSMBR1_1504
Q1Q4I2;KSMBR1_0422
A0A2C9CG64;KSMBR1_2148
Q1PVC6;KSMBR1_2145
A0A2C9CG35;KSMBR1_2118
Q1PX48;KSMBR1_2670
Q1Q7J1;KSMBR1_3040
Q1Q6L6;KSMBR1_3442
Q1Q5N7;KSMBR1_3792
Q1PYC5;KSMBR1_1220
A0A2C9CFB6;KSMBR1_1764
A0A2C9CG41;KSMBR1_2163
A0A2C9CJP1;KSMBR1_3397
A0A2C9CJQ3;KSMBR1_3422
Q1PVG5;KSMBR1_2175
A0A2C9CJB5;KSMBR1_2369
Q1Q0K1;KSMBR1_3624
A0A2C9CFP8;KSMBR1_2013
A0A2C9CKW5;KSMBR1_3922
Q1PZC6;KSMBR1_1450
Q1Q234;KSMBR1_0816
A0A2C9CAC1;KSMBR1_0132
A0A2C9CJX7;KSMBR1_3487
A0A2C9CAD4;KSMBR1_0142
Q1Q7I7;KSMBR1_3044
A0A2C9CDV7;KSMBR1_1261
Q1PY81;KSMBR1_1126
Q1Q5Z2;KSMBR1_3251
Q1Q5Z1;KSMBR1_3252
A0A2C9CDG7;KSMBR1_1125
A0A2C9CHB5;KSMBR1_2615
A0A2C9CCZ3;KSMBR1_1068
A0A2C9CC12;KSMBR1_0735
A0A2C9CET4;KSMBR1_0736
Q1PW61;KSMBR1_2387
Q1Q1F2;KSMBR1_1030
A0A2C9CHE2;KSMBR1_2614
Q1PZK9;KSMBR1_1519
A0A2C9CFI7;KSMBR1_1834
A0A2C9CF15;KSMBR1_1777
Q1PZ76;KSMBR1_1393
Q1PZ47;KSMBR1_1385
A0A2C9CL74;KSMBR1_3949
Q1Q4Z4;KSMBR1_0296
A0A2C9CMW4;KSMBR1_3674
A0A2C9CKF6;KSMBR1_3673
A0A2C9CL33;KSMBR1_3884
A0A2C9CKH9;KSMBR1_3590
Q1PXU2;KSMBR1_1845
A0A2C9CH77;KSMBR1_2553
A0A2C9CF84;KSMBR1_1851
A0A2C9CF78;KSMBR1_1852
A0A2C9CF82;KSMBR1_1873
A0A2C9CH68;KSMBR1_2544
A0A2C9CF86;KSMBR1_1847
A0A2C9CLQ9;KSMBR1_4046
A0A2C9CHP5;KSMBR1_2641
Q1PX10;KSMBR1_2642
Q1PXW2;KSMBR1_1854
Q1PVQ3;KSMBR1_2246
Q1PXG9;KSMBR1_2927
A0A2C9CGA0;KSMBR1_2247
A0A2C9CKA3;KSMBR1_2730
A0A2C9CBU4;KSMBR1_0601
A0A2C9CBM8;KSMBR1_0602
Q1Q6Q1;KSMBR1_0600
A0A2C9CBQ3;KSMBR1_0606
A0A2C9CB54;KSMBR1_0605
A0A2C9CE47;KSMBR1_1545
A0A2C9CEH6;KSMBR1_1546
A0A2C9CEC2;KSMBR1_1547
Q1Q120;KSMBR1_2777
Q1Q0A1;KSMBR1_1758
A0A2C9CDM8;KSMBR1_1364
A0A2C9CIJ0;KSMBR1_2976
A0A2C9CLF2;KSMBR1_4080
A0A2C9CLT6;KSMBR1_4081
Q1Q292;KSMBR1_0768
Q1PUP4;KSMBR1_3213
Q1Q4Q2;KSMBR1_0376
Q1PZ48;KSMBR1_1384
Q1Q551;KSMBR1_0246
Q1PZK0;KSMBR1_1525
Q1PZL7;KSMBR1_1527
A0A2C9CDS2;KSMBR1_1530
A0A2C9CEA4;KSMBR1_1531
Q1PZL6;KSMBR1_1528
Q1PZL5;KSMBR1_1529
A0A2C9CHN2;KSMBR1_2713 KSMBR1_3603
A0A2C9CH14;KSMBR1_2704 KSMBR1_2712 KSMBR1_3602
A0A2C9CHM2;KSMBR1_2703 KSMBR1_2711 KSMBR1_3601
A0A2C9CJW8;KSMBR1_3471
A0A2C9CHH9;KSMBR1_2659
A0A2C9CE81;KSMBR1_1513
A0A2C9CIV5;KSMBR1_3124
A0A2C9CE26;KSMBR1_1447
A0A2C9CH11;KSMBR1_2400
A0A2C9CHX8;KSMBR1_3020
Q1Q504;KSMBR1_0273
A0A2C9CBH8;KSMBR1_0536
A0A2C9CEC5;KSMBR1_1552
A0A2C9CEC4;KSMBR1_1553
A0A2C9CJE4;KSMBR1_2399
Q1Q6T6;KSMBR1_0559
Q1Q154;KSMBR1_2827
Q1Q1G5;KSMBR1_1027
Q1Q400;KSMBR1_3581
Q1Q1H3;KSMBR1_1021
Q1Q7B3;KSMBR1_3935
A0A2C9CAF9;KSMBR1_0171
Q1PZC7;KSMBR1_1449
A0A2C9CCL5;KSMBR1_0940
A0A2C9CDT1;KSMBR1_1362
A0A2C9CA75;KSMBR1_0075
A0A2C9CAM4;KSMBR1_0235
A0A2C9CAM8;KSMBR1_0233
A0A2C9CAM7;KSMBR1_0234
Q1PYB3;KSMBR1_1224
Q1PYB2;KSMBR1_1223
Q1Q273;KSMBR1_0784
Q1Q275;KSMBR1_0786
A0A2C9CBY5;KSMBR1_0783
A0A2C9CDT5;KSMBR1_1241
Q1PZB5;KSMBR1_1443
Q1Q7B1;KSMBR1_3933
A0A2C9CB42;KSMBR1_0385
A0A2C9CAP5;KSMBR1_0245
Q1PZX7;KSMBR1_1637
A0A2C9CFN6;KSMBR1_1967
Q1PUK5;KSMBR1_3180
